gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
CAMK1G	3.30785476370663	-0.0229844717986121	0.184935751023907	0.410630330301263	NA
CAMK2A	2.12482709261726	-0.000641219299413484	0.183401773050078	0.978347284385735	NA
CAMP	0.0798889051399545	0.00422810658511014	0.184900569799211	0.831367713942131	NA
CAPN11	1.85164334688222	-0.00808590131777078	0.184012789080549	0.689316794521176	NA
CAPN8	3.28358105478705	-0.0391895206201243	0.188548592695321	0.200933752115366	NA
CAPNS2	1.00266641217185	-0.00501424658597045	0.184173597611487	0.769606290198518	NA
CAPSL	0.677700027244104	-0.00167744978685928	0.184284021486397	0.911823127838541	NA
CAPZA3	0	NA	NA	NA	NA
CARD11	0.765094218747213	-0.00912969638951416	0.18470906819181	0.545392312705014	NA
CARD14	0.787570572211093	0.00706309718166075	0.184513062921542	0.613313723818188	NA
CARD16	0	NA	NA	NA	NA
CARD17	0	NA	NA	NA	NA
CARD18	0	NA	NA	NA	NA
CARNS1	2.26949189725683	0.0158868645260673	0.183934785309255	0.559804774201138	NA
CARTPT	0.111548257819013	-0.000412596183942292	0.184906812641843	1	NA
CASP1	0	NA	NA	NA	NA
CASP12	0	NA	NA	NA	NA
CASP14	0.0798889051399545	0.00422810658511014	0.184900569799211	0.831367713942131	NA
CASP5	0	NA	NA	NA	NA
CASQ2	1.58183068699645	-0.0104915028762154	0.184069304861995	0.623195946864869	NA
CASR	0	NA	NA	NA	NA
CATSPER1	1.06181947231549	-0.0188287922574859	0.185676792683727	0.223678505348111	NA
CATSPER4	1.87149916949712	-0.0298824339526735	0.187181774794362	0.19787629374434	NA
CAV3	0	NA	NA	NA	NA
CBLC	0.191437162958968	0.00434361942765356	0.184889760564053	0.819166011833326	NA
CBLN2	0.104027249105564	-0.000407965192588257	0.184906854769599	1	NA
CBLN4	0	NA	NA	NA	NA
CBWD5	0	NA	NA	NA	NA
CBY3	0.321298759459551	-7.55137438154145e-05	0.184653027942928	0.996217957249537	NA
CC2D2B	3.23631744251156	0.0115944515277154	0.182708414611379	0.71204713924585	NA
CCDC105	0	NA	NA	NA	NA
CCDC116	3.46191374621882	0.00480174365655567	0.181920004471189	0.885845648611071	NA
