	WT_C_1	WT_C_2	WT_C_3	WT_E_1	WT_E_2	WT_E_3
YHR136C	9.05348903513327	8.30002383111397	8.35743893547946	6.7186943237878	6.65562175626024	6.84289916073365
YHR137W	10.281642256978	10.2920174298073	10.5387609832338	9.96244418170088	9.93298679675681	9.63845473547213
YHR137C-A	0	0	0	0	0	0
YHR138C	11.0614139382729	11.2254853006608	10.9851017271455	12.1799017298006	12.5788943220848	12.3164926518225
YHR139C	7.32291094182445	7.28211538503769	7.60855997489117	9.49576470346898	11.0388542443838	10.9937890153252
YHR139C-A	4.29129099910722	4.45606237848445	4.72977880727292	5.20131687013608	5.61259492475533	5.86586444898464
YHR140W	8.19860862329414	8.17336841075337	8.19485844601277	9.26965028333029	10.0821839741472	10.8034808689458
snR32	5.55263900654756	5.75803770206095	5.91107159176167	4.96204315378666	5.09702177117938	4.77543591229878
YHR141C	13.686169670628	13.8870882321166	13.5933573953993	12.845267927481	12.5983653712814	12.8342106423636
YHR142W	10.4249298185363	10.4538558783143	10.1038480209183	9.7149971146023	10.0434462811175	9.86208771197167
YHR143W	11.5769721692531	11.383156150877	11.2168992438561	10.5376862395985	10.7213941172744	11.0156244575592
YHR143W-A	10.5615894308565	10.6989507862261	10.3653813128022	9.95008744229255	9.64462699365946	9.75531229291625
YHR144C	9.53278494908544	9.67622314934069	9.44006630382429	8.97208947009385	8.67633556783734	8.85508982020784
tP(UGG)H	0	0	0	0	0	0
YHR145C	0.751546830161937	1.04192189835236	1.00962206239486	0.909936174094884	1.04584614083175	0.742364978340606
YHR146W	10.8966626459028	10.780050536354	10.9438398006268	10.3013972075204	10.5020556555029	10.4068131895107
YHR147C	11.0903180096723	11.2269863101079	10.9702482011899	11.8824124516633	11.7481785327197	11.5385131963456
YHR148W	9.70052512235671	9.79002737121083	9.42890669708005	8.88178724365036	7.81485806949223	8.14473741297674
YHR149C	9.65570535191815	9.40036399719125	9.31461366536496	8.77955832910073	8.36584296815072	8.26061195389442
YHR150W	8.81061565479352	8.69797226448288	8.89128043285742	8.73088907198271	8.96842671725098	9.13396353361735
YHR151C	8.56555193178967	8.30126260332194	8.6076972317591	8.4852612579215	8.4777452992367	8.6781255823632
YHR152W	10.355608240137	10.3044999672335	10.1141210187366	9.86872426693423	10.3477831102491	10.2682586235507
YHR153C	6.65463176946014	6.50959606832872	6.42441005977711	5.72326837180601	5.30029023993983	5.12039884207569
